seasonal_period,12.0
hidden_nodes,3.0
epochs,300.0
batch_size,20.0
future_steps,10.0
MSE,57274.812
MAE,174.254
RMSE,239.322
1,603.8524780539274
2,649.0413089159726
3,629.6285260284543
4,611.2904995564222
5,640.6590109903216
6,641.5173520678878
7,630.5150579488874
8,653.7473496062161
9,685.0113447842599
10,633.7951248166561
