look_back,10.0
hidden_nodes,4.0
output_nodes,1.0
epochs,300.0
batch_size,20.0
future_steps,10.0
MSE,26940.225
MAE,130.972
RMSE,164.135
1,413.8545489420593
2,425.80360050156713
3,367.8298012375534
4,375.0767033019066
5,408.90401311939956
6,403.5434981312752
7,424.8144644162953
8,402.40224379217625
9,406.6464375573397
10,392.74659274581074
